organoid_type	doi	pmcid	first_author	year	journal	species	source_cell_type	license	has_methods	has_supplement	gold_candidate	flags	notes
cardiac	10.1186/s13619-024-00193-y	PMC11035500	Hou	2024	Cell regeneration (London, England)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.4251/wjgo.v16.i5.1725	PMC11099456	Liu	2024	World journal of gastrointestinal oncology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
gastric	10.1016/j.stemcr.2024.03.008	PMC11103887	Paužuolis	2024	Stem cell reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.1002/advs.202304326	PMC11132046	Li	2024	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.1016/j.reth.2024.05.020	PMC11186971	Okumura	2024	Regenerative therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1016/j.bbrep.2024.101736	PMC11190488	Liu	2024	Biochemistry and biophysics reports	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.846
pancreatic		PMC11210168	Li	2024	Stem cell research & therapy	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1093/rb/rbae072	PMC11226883	Khodayari	2024	Regenerative biomaterials	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
gastric	10.1007/s10238-024-01435-8	PMC11272814	Zhang	2024	Clinical and experimental medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.3390/biom14070772	PMC11274427	Vagin	2024	Biomolecules	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.1186/s13287-024-03865-3	PMC11304926	Liu	2024	Stem cell research & therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1371/journal.pone.0308743	PMC11315325	Matsushita	2024	PloS one	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
liver	10.1038/s41467-024-51487-3	PMC11358266	Carolina	2024	Nature communications	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1093/cei/uxad118	PMC11404120	Kromann	2024	Clinical and experimental immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cerebral	10.34133/bmef.0065	PMC11418062	Gu	2024	BME frontiers	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1186/s13287-024-03956-1	PMC11520781	Wolnik	2024	Stem cell research & therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
lung	10.4062/biomolther.2024.148	PMC11535291	Joe	2024	Biomolecules & therapeutics	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.1038/s42003-024-07193-3	PMC11574267	Cherubini	2024	Communications biology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.3389/fphar.2024.1472361	PMC11576200	Wang	2024	Frontiers in pharmacology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.769
gastric	10.15283/ijsc23075	PMC11612215	Lee	2024	International journal of stem cells	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1016/j.mocell.2024.100140	PMC11629183	Kim	2024	Molecules and cells	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
retinal	10.1039/d4lc00771a	PMC11632457	Drabbe	2025	Lab on a chip	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
retinal	10.3390/ijms252312947	PMC11641514	Lei	2024	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1186/s13287-024-04115-2	PMC11662859	Cao	2024	Stem cell research & therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.celrep.2024.114874	PMC11682736	Kjar	2024	Cell reports	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
retinal	10.3390/ijms26010055	PMC11719574	McDonald	2024	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
pancreatic	10.1097/eus.0000000000000098	PMC11723681	Kongkam	2024	Endoscopic ultrasound	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.1093/jmcb/mjae030	PMC11744189	Li	2024	Journal of molecular cell biology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.12336/biomatertransl.2024.04.002	PMC11764187	Wang	2024	Biomaterials translational	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.1177/09636897241303271	PMC11775963	Zhu	2025	Cell transplantation	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1016/j.reth.2024.12.013	PMC11779682	Tsukamoto	2025	Regenerative therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.889
pancreatic	10.3389/fimmu.2024.1540209	PMC11790636	Yu	2024	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1038/s42003-025-07461-w	PMC11791066	Khateeb	2025	Communications biology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
cardiac	10.1016/j.mtbio.2025.101505	PMC11795835	Xia	2025	Materials today. Bio	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.917
cardiac	10.1038/s41586-024-08462-1	PMC11798851	Means	2025	Nature	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.1080/19490976.2025.2463581	PMC11812335	Xu	2025	Gut microbes	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.875
intestinal	10.1111/jcmm.70330	PMC11836903	Deng	2025	Journal of cellular and molecular medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.7150/thno.104883	PMC11840725	Hu	2025	Theranostics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.3389/fphar.2025.1473863	PMC11850396	Zou	2025	Frontiers in pharmacology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.3390/cells14040252	PMC11854395	Zabiegalov	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.mtbio.2025.101566	PMC11889630	Santoro	2025	Materials today. Bio	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
kidney	10.1159/000541919	PMC11908814	Ning	2025	Kidney diseases (Basel, Switzerland)	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.isci.2025.112005	PMC11910075	Weiser-Bitoun	2025	iScience	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.1038/s41467-025-57131-y	PMC11926186	Hofer	2025	Nature communications	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.3390/pathogens14030286	PMC11945118	Ashander	2025	Pathogens (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1186/s12974-025-03366-x	PMC11966913	Schmied	2025	Journal of neuroinflammation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
retinal	10.3390/ijms26073263	PMC11990004	Galindo-Cabello	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.947
kidney	10.1186/s13287-025-04282-w	PMC11993987	Du	2025	Stem cell research & therapy	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.1007/s00018-025-05658-0	PMC11998602	Cherubini	2025	Cellular and molecular life sciences : CMLS	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.625
intestinal	10.1093/lifemedi/lnaf012	PMC12018802	Xu	2025	Life medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.3390/vetsci12040362	PMC12030824	Gouw	2025	Veterinary sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.714
pancreatic	10.1007/s40472-025-00470-y	PMC12055624	Miller	2025	Current transplantation reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1038/s42003-025-08168-8	PMC12069716	Shen	2025	Communications biology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
kidney	10.1093/stmcls/sxaf012	PMC12080355	Chung	2025	Stem cells (Dayton, Ohio)	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
lung	10.1038/s41588-025-02182-6	PMC12081310	Xu	2025	Nature genetics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.538
gastric	10.1186/s13619-025-00237-x	PMC12084451	Hong	2025	Cell regeneration (London, England)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.65
gastric	10.3389/fcimb.2025.1572244	PMC12119492	Yu	2025	Frontiers in cellular and infection microbiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.3389/fcvm.2025.1537730	PMC12129933	Yaqinuddin	2025	Frontiers in cardiovascular medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/cells14110842	PMC12155111	Ajongbolo	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.3389/fcell.2025.1599384	PMC12162665	Xu	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3390/bioengineering12060652	PMC12189234	Li	2025	Bioengineering (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.3390/biomedicines13061272	PMC12189686	Mugaanyi	2025	Biomedicines	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/microorganisms13061281	PMC12195329	Cui	2025	Microorganisms	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
cerebral	10.1186/s40580-025-00495-0	PMC12202271	Shin	2025	Nano convergence	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cardiac	10.1038/s41467-025-60934-8	PMC12216149	Tian	2025	Nature communications	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.846
kidney	10.1038/s41536-025-00418-x	PMC12216864	Koning	2025	NPJ Regenerative medicine	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.1186/s12967-025-06736-4	PMC12247448	Hao	2025	Journal of translational medicine	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
gastric	10.3389/fcimb.2025.1601688	PMC12256518	Zhang	2025	Frontiers in cellular and infection microbiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.crtox.2025.100249	PMC12281010	Majumder	2025	Current research in toxicology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1172/jci.insight.186338	PMC12288960	Stone	2025	JCI insight	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3390/biomedicines13071623	PMC12292610	Jiang	2025	Biomedicines	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1186/s12931-025-03327-1	PMC12296607	Yin	2025	Respiratory research	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1186/s13287-025-04522-z	PMC12297600	Li	2025	Stem cell research & therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1167/iovs.66.9.58	PMC12302050	Piccolo	2025	Investigative ophthalmology & visual science	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.1016/j.omton.2025.201017	PMC12307681	Bayliss	2025	Molecular therapy. Oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
lung	10.1186/s13287-025-04500-5	PMC12312423	Zhang	2025	Stem cell research & therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
pancreatic	10.12688/f1000research.162496.1	PMC12314479	Darrigrand	2025	F1000Research	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.923
intestinal	10.1371/journal.pone.0328898	PMC12327626	Kakar	2025	PloS one	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.1016/j.mtbio.2025.102148	PMC12336816	Zheng	2025	Materials today. Bio	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.34067/kid.0000000834	PMC12338369	Nunez-Nescolarde	2025	Kidney360	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41598-025-14425-x	PMC12340003	Castiglione	2025	Scientific reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1183/16000617.0255-2024	PMC12340526	Zanetto	2025	European respiratory review : an official journal of the European Respiratory Society	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/ijms26157080	PMC12346501	Hart	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.3390/ijms26157248	PMC12346743	Goliusova	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.1038/s41467-025-62818-3	PMC12354852	Lo	2025	Nature communications	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1186/s13104-025-07440-8	PMC12369226	Watabe	2025	BMC research notes	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1038/s41467-025-63290-9	PMC12378450	Achieng	2025	Nature communications	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1128/msphere.00820-24	PMC12379590	Lemme-Dumit	2025	mSphere	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.857
cerebral	10.3390/biom15081118	PMC12383812	Huang	2025	Biomolecules	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.909
intestinal	10.1016/j.jbc.2025.110510	PMC12391696	Hansen	2025	The Journal of biological chemistry	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1038/s41536-025-00428-9	PMC12398568	Joris	2025	NPJ Regenerative medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1038/s41467-025-63107-9	PMC12398611	Schnell	2025	Nature communications	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
kidney	10.1038/s44318-025-00504-2	PMC12402132	Namestnikov	2025	The EMBO journal	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.923
pancreatic	10.3389/fphar.2025.1650200	PMC12414973	Xu	2025	Frontiers in pharmacology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.3390/cells14171393	PMC12427660	Zhao	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
retinal	10.3390/ijms26178675	PMC12429095	Park	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41378-025-01038-7	PMC12434145	Wang	2025	Microsystems & nanoengineering	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.846
lung	10.1093/stcltm/szaf040	PMC12445665	Bell	2025	Stem cells translational medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.1016/j.stemcr.2025.102632	PMC12447339	Mancinelli	2025	Stem cell reports	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
retinal	10.1167/tvst.14.9.27	PMC12449818	Soucy	2025	Translational vision science & technology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
gastric	10.1128/jvi.00928-25	PMC12456021	Liu	2025	Journal of virology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1128/jvi.01132-25	PMC12456137	Wang	2025	Journal of virology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1002/advs.202503932	PMC12463091	Han	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.636
retinal	10.3389/fncel.2025.1635775	PMC12464001	Aoshima	2025	Frontiers in cellular neuroscience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1186/s13287-025-04625-7	PMC12465241	Vertti-Quintero	2025	Stem cell research & therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
kidney	10.3390/toxins17090470	PMC12474279	Wan	2025	Toxins	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.1038/s41423-025-01312-8	PMC12479813	Rezvani	2025	Cellular & molecular immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.1101/gr.280338.124	PMC12487822	An	2025	Genome research	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1016/j.ajpath.2025.05.006	PMC12489359	Takano	2025	The American journal of pathology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
intestinal	10.3390/ani15192850	PMC12523766	Zhang	2025	Animals : an open access journal from MDPI	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1016/j.ekir.2025.07.019	PMC12545897	Shlomovitz	2025	Kidney international reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1128/jvi.01098-25	PMC12548413	Chiok	2025	Journal of virology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1002/advs.202501661	PMC12561403	Lim	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.889
intestinal	10.3390/ijms262010161	PMC12563409	Han	2025	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.3390/jcdd12100389	PMC12564065	Lyu	2025	Journal of cardiovascular development and disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.3390/biom15101356	PMC12564647	Liu	2025	Biomolecules	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
kidney	10.3390/mps8050125	PMC12566879	Uusi-Rauva	2025	Methods and protocols	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
lung	10.1186/s41232-025-00396-z	PMC12574287	Wu	2025	Inflammation and regeneration	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1038/s41467-025-64598-2	PMC12575760	Khan	2025	Nature communications	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1007/s00018-025-05868-6	PMC12575888	Liu	2025	Cellular and molecular life sciences : CMLS	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1186/s13023-025-04059-7	PMC12577290	Liu	2025	Orphanet journal of rare diseases	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.889
cerebral	10.1016/j.jpha.2025.101323	PMC12594919	Zhang	2025	Journal of pharmaceutical analysis	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/ani15213145	PMC12607406	Tang	2025	Animals : an open access journal from MDPI	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.857
retinal	10.1002/btm2.70051	PMC12617557	Wang	2025	Bioengineering & translational medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
liver	10.1371/journal.pone.0336164	PMC12617951	Na	2025	PloS one	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
liver	10.1002/advs.202508584	PMC12631937	Soussi	2025	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.889
cardiac	10.1016/j.apsb.2025.09.013	PMC12648008	Zhao	2025	Acta pharmaceutica Sinica. B	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.3390/life15111680	PMC12653128	Nakanoh	2025	Life (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.7
cardiac	10.3389/fcell.2025.1629988	PMC12657418	Rockel	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.15283/ijsc25036	PMC12658161	Kang	2025	International journal of stem cells	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
